Network_ID,Network_Identifiers,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_1137.graphml,voles_begon_site_PLJ_trapping_session_35,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,9,13,4,0.051,2,0.615,0.625,1.016,0.647,0.615,0.625,1.016,1,0,0,2,-0.333,0.001,0.004,0.015151515,0.001,0.004,0.015151515,0,0,0,0,0,NA,0.500312695,1,3,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1138.graphml,voles_begon_site_PLJ_trapping_session_36,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,9,15,7,0.067,2,0.933,0.854,0.915,0.159,0.933,0.854,0.915,1,0,0,2,-0.4,0.001,0.004,0.010989011,0.001,0.004,0.010989011,0.2,0.2,0.6,0,0,NA,0.428724544,1,3,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1139.graphml,voles_begon_site_PLJ_trapping_session_37,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,19,9,0.053,3,0.947,0.999,1.055,0.873,1.684,1.624,0.964,1.778,0.786,0.442,4,0.333,0.009,0.019,0.058823529,0.009,0.019,0.058823529,0.088,0.046,0.333,0.316,0.459,0.688,0.666926027,2,3.5,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1140.graphml,voles_begon_site_PLJ_trapping_session_38,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,21,11,0.052,4,1.048,0.95,0.906,1.435,1.429,1.498,1.048,1.364,0.481,0.353,6,0.07,0.003,0.01,0.042105263,0.003,0.01,0.042105263,0.103,0.082,0.3,0.208,0.375,0.555,0.454380225,2,3,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1141.graphml,voles_begon_site_PLJ_trapping_session_39,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,25,33,10,0.019,3,0.606,0.919,1.517,1.713,0.97,1.817,1.873,1.6,1.02,0.638,8,0.667,0,0.001,0.006048387,0,0.002,0.009072581,0.081,0.041,0.6,0.111,0.444,0.25,0.400040004,2,2.5,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1142.graphml,voles_begon_site_PLJ_trapping_session_40,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,13,2,0.026,1,0.308,0.462,1.5,1.061,0.308,0.462,1.5,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,NA,0.4995005,1,2,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1143.graphml,voles_begon_site_PLJ_trapping_session_41,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,10,12,2,0.03,2,0.333,0.624,1.874,2.197,0.5,0.957,1.914,1.5,0.5,0.333,3,-1,0.002,0.005,0.018181818,0.002,0.005,0.018181818,0,0,0,0,0,NA,1.001001001,1,3,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1144.graphml,voles_begon_site_PLJ_trapping_session_42,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,6,8,2,0.071,1,0.5,0.5,1,0,0.75,0.829,1.105,1.5,0.5,0.333,2,,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,1,2,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1145.graphml,voles_begon_site_PLJ_trapping_session_43,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,15,17,2,0.015,2,0.235,0.546,2.323,2.703,0.235,0.546,2.323,1,0,0,2,-1,0,0.002,0.008333333,0,0.002,0.008333333,0,0,0,0,0,NA,1.001251564,1,3,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1146.graphml,voles_begon_site_PLJ_trapping_session_44,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,24,12,0.043,4,1,1.041,1.041,1.009,1.333,1.624,1.218,1.333,0.745,0.559,6,0.176,0.004,0.011,0.04743083,0.005,0.011,0.04743083,0.215,0.103,0.462,0.296,0.582,0.509,0.416666667,3,2.333333333,4,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1147.graphml,voles_begon_site_PLJ_trapping_session_45,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,49,63,0.054,7,2.571,1.738,0.676,0.419,4.531,3.54,0.781,1.762,1.05,0.596,14,0.026,0.016,0.035,0.128989362,0.016,0.037,0.130910165,0.502,0.157,0.555,0.587,0.797,0.737,0.539772502,5,5,9,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1148.graphml,voles_begon_site_PLJ_trapping_session_46,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,17,66,69,0.032,6,2.091,1.464,0.7,0.654,3.303,2.486,0.753,1.58,1.185,0.75,10,0.215,0.018,0.041,0.170673077,0.018,0.041,0.170673077,0.37,0.065,0.473,0.697,0.793,0.879,0.681129806,5,7.2,11,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1149.graphml,voles_begon_site_PLJ_trapping_session_47,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,10,36,30,0.048,5,1.667,1.13,0.678,0.614,2.5,1.708,0.683,1.5,0.5,0.333,7,0.039,0.013,0.021,0.068907563,0.013,0.021,0.068907563,0.172,0.117,0.279,0.464,0.598,0.776,0.433246684,3,4.333333333,7,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1150.graphml,voles_begon_site_PLJ_trapping_session_48,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,11,54,61,0.043,5,2.259,1.35,0.598,0.164,4.037,2.694,0.667,1.787,1.026,0.574,11,0.327,0.008,0.012,0.043662313,0.008,0.012,0.046323174,0.32,0.081,0.476,0.471,0.663,0.71,0.344301805,3,5.666666667,6,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1151.graphml,voles_begon_site_PLJ_trapping_session_49,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,70,95,0.039,7,2.714,1.666,0.614,0.537,5.486,4.43,0.808,2.021,1.046,0.518,17,0.313,0.003,0.006,0.029838022,0.003,0.006,0.031400966,0.542,0.171,0.565,0.507,0.729,0.695,0.29476787,4,5,5,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1152.graphml,voles_begon_site_PLJ_trapping_session_50,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,31,80,63,0.02,4,1.575,0.946,0.601,0.236,3.5,4.574,1.307,2.222,2.257,1.016,20,0.108,0,0,0.00194742,0,0,0.00194742,0.367,0.076,0.583,0.204,0.49,0.416,0.079365079,2,3,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1153.graphml,voles_begon_site_PLJ_trapping_session_51,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,28,47,27,0.025,6,1.149,1.288,1.121,1.488,1.66,1.766,1.064,1.444,0.916,0.634,6,0.436,0,0.001,0.008695652,0,0.001,0.008695652,0.235,0.072,0.698,0.219,0.469,0.467,0.333314816,2,3.5,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1154.graphml,voles_begon_site_PLJ_trapping_session_52,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,20,39,22,0.03,3,1.128,0.723,0.641,0.228,1.897,1.692,0.892,1.682,0.762,0.453,6,0.399,0,0.001,0.00284495,0,0.001,0.00284495,0.214,0.116,0.692,0,0.5,0,0.090925623,2,2,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1155.graphml,voles_begon_site_PLJ_trapping_session_53,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,17,27,13,0.037,2,0.963,0.881,0.915,0.081,1.481,1.619,1.093,1.538,0.634,0.412,5,0.567,0,0.001,0.003076923,0,0.001,0.003076923,0.333,0.181,0.9,0,0,NA,0.230760355,1,3,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1156.graphml,voles_begon_site_PLJ_trapping_session_54,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,14,31,31,0.067,7,2,2.17,1.085,1.297,3.032,3.823,1.261,1.516,0.875,0.577,18,0.663,0.002,0.004,0.016091954,0.002,0.005,0.01954023,0.214,0.076,0.75,0.09,0.499,0.18,0.419354839,2,4.5,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1157.graphml,voles_begon_site_PLJ_trapping_session_55,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,8,10,2,0.044,2,0.4,0.663,1.658,1.944,0.4,0.663,1.658,1,0,0,2,-1,0.003,0.008,0.027777778,0.003,0.008,0.027777778,0,0,0,0,0,NA,1,1,3,2,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1158.graphml,voles_begon_site_PLJ_trapping_session_56,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,21,30,10,0.023,2,0.667,0.789,1.183,0.734,0.733,0.854,1.165,1.1,0.3,0.273,2,0.167,0,0.001,0.004926108,0,0.001,0.004926108,0.1,0.05,0.5,0.167,0.5,0.334,0.19990005,2,2,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1159.graphml,voles_begon_site_PLJ_trapping_session_57,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,24,36,13,0.021,2,0.722,0.768,1.064,0.566,0.722,0.768,1.064,1,0,0,2,0.381,0,0.001,0.003361345,0,0.001,0.003361345,0.083,0.083,0.429,0.167,0.5,0.334,0.153893506,2,2,3,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
Network_1160.graphml,voles_begon_site_PLJ_trapping_session_58,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,31,38,7,0.01,1,0.368,0.482,1.31,0.596,0.368,0.482,1.31,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,NA,0.143020595,1,2,1,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
