graphfile,Species,Class,Population type,Geographical Location,Data collection technique,Interaction type,Definition of interaction,Edge weight type,Total duration of data collection,Time resolution of data collection,Number of nodes,Number of edges,Network density,Average degree,Highest degree,CV degree,Skewness,Node strength (average),Node strength (standard deviation),Edge strength (average),Edge strength (standard deviation),Degree assortativity,Betweenness centrality (average),Betweenness centrality (standard deviation),Weighted betweeness centrality (average),Weighted betweenness centrality (standard deviation),Clustering coefficient (average),Weighted clustering coefficient (average),Transitivity,Newman modularity (Q),Maximum modularity (Qmax),Relative modularity (Qrel),Network cohesion,Number of modules,Average module size,Note,Citation
tortoise_sah_network_BSV_aggregate_year_1997_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,158,188,0.015,2.38,14,1.205,1.681,2.38,2.868,1.0,0.0,0.431,0.009,0.021,0.009,0.021,0.237,0.237,0.416,0.656,0.833,0.788,0.7924688862886927,8,11.75,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_BSV_aggregate_year_1997_season_inactive.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,4 months,nan,158,17,0.001,0.215,4,3.447,4.384,0.215,0.741,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.032,0.032,1.0,0.0,0.0,NA,0.588754783632617,1,5.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_BSV_aggregate_year_1998_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,121,184,0.025,3.041,12,1.026,0.888,3.041,3.119,1.0,0.0,0.473,0.013,0.026,0.013,0.026,0.247,0.247,0.51,0.665,0.799,0.832,0.8479159476140135,6,13.5,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_BSV_aggregate_year_1998_season_inactive.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,4 months,nan,121,53,0.007,0.876,8,2.01,2.279,0.876,1.761,1.0,0.0,0.638,0.0,0.0,0.0,0.0,0.166,0.166,0.862,0.153,0.486,0.315,0.3018981848371637,2,4.5,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_BSV_aggregate_year_1999_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,107,105,0.019,1.963,8,1.114,1.173,1.963,2.187,1.0,0.0,0.578,0.004,0.007,0.004,0.007,0.266,0.266,0.613,0.582,0.673,0.865,0.5713170285801343,4,8.25,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2006_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,16,7,0.058,0.875,3,1.059,0.879,0.875,0.927,1.0,0.0,-0.037,0.002,0.005,0.002,0.005,0.146,0.146,0.5,0.0,0.5,0.0,0.2857142857142857,2,2.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2007_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,26,35,0.108,2.692,8,0.756,0.752,2.692,2.034,1.0,0.0,0.031,0.031,0.055,0.031,0.055,0.49,0.49,0.425,0.404,0.654,0.618,0.6857926620185164,3,6.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2008_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,25,35,0.117,2.8,7,0.892,0.293,2.8,2.498,1.0,0.0,0.326,0.016,0.025,0.016,0.025,0.309,0.309,0.511,0.329,0.623,0.528,0.6857142857142857,3,5.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2009_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,25,27,0.09,2.16,5,0.689,0.431,2.16,1.488,1.0,0.0,0.384,0.007,0.01,0.007,0.01,0.32,0.32,0.559,0.222,0.436,0.509,0.4074074074074074,2,4.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2010_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,28,38,0.101,2.714,7,0.716,0.616,2.714,1.943,1.0,0.0,0.218,0.01,0.015,0.01,0.015,0.332,0.332,0.458,0.308,0.577,0.534,0.5000526371196968,3,4.333333333333333,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2011_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,32,14,0.028,0.875,3,1.059,0.794,0.875,0.927,1.0,0.0,-0.037,0.001,0.002,0.001,0.002,0.052,0.052,0.25,0.08,0.48,0.167,0.21428571428571427,2,2.5,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2011_season_inactive.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,4 months,nan,32,8,0.016,0.5,2,1.582,1.251,0.5,0.791,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.188,0.188,1.0,0.0,0.0,NA,0.375,1,3.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2012_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,42,20,0.023,0.952,5,1.604,1.77,0.952,1.527,1.0,0.0,0.418,0.001,0.004,0.001,0.004,0.147,0.147,0.563,0.178,0.444,0.401,0.5502200880352142,2,5.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
tortoise_sah_network_CS_aggregate_year_2013_season_active.graphml,Gopherus agassizii,Reptilia,free-ranging,"Nevada, USA",radio tags,social projection bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,8 months,nan,40,16,0.021,0.8,4,1.403,1.578,0.8,1.122,1.0,0.0,-0.011,0.001,0.002,0.001,0.002,0.117,0.117,0.409,0.204,0.49,0.416,0.3125,2,3.0,Networks represent social data collected over different years and inactive (November–February)/active (March–October) season. ,"Sah, Pratha, et al. ""Inferring social structure and <br> its drivers from refuge use in the <br> desert tortoise, a relatively solitary species."" Behavioral <br> Ecology and Sociobiology 70.8 (2016): 1277-1289."
